age,ed,lninc,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,carvalue,commutetime,longmon,lnlongmon,tollten,equipten,cardmon,cardten,wireten,hourstv,income,total_spend,total_spend_ln,birthmonth,jobcat,union,employ,retire,default,marital,homeown,address,carbuy,commute,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,polparty,polcontrib,vote,cardfee,cardtenure,card2fee,card2tenure,active,churn,tollfree,equip,callcard,wireless,multline,voice,pager,callid,callwait,forward,confer,ebill,owntv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,region_2,region_3,region_4,region_5,townsize_2,townsize_3,townsize_4,townsize_5,gender_1,agecat_3,agecat_4,agecat_5,agecat_6,edcat_2,edcat_3,edcat_4,edcat_5,empcat_2,empcat_3,empcat_4,empcat_5,inccat_2,inccat_3,inccat_4,inccat_5,jobsat_2,jobsat_3,jobsat_4,jobsat_5,spousedcat_1,spousedcat_2,spousedcat_3,spousedcat_4,spousedcat_5,hometype_2,hometype_3,hometype_4,addresscat_2,addresscat_3,addresscat_4,addresscat_5,cars_1,cars_2,cars_3,cars_4,cars_5,cars_6,cars_7,cars_8,carown_0,carown_1,cartype_0,cartype_1,carcatvalue_1,carcatvalue_2,carcatvalue_3,carbought_0,carbought_1,commutecat_2,commutecat_3,commutecat_4,commutecat_5,reason_2,reason_3,reason_4,reason_9,polview_2,polview_3,polview_4,polview_5,polview_6,polview_7,card_2,card_3,card_4,card_5,cardtype_2,cardtype_3,cardtype_4,cardbenefit_2,cardbenefit_3,cardbenefit_4,cardtenurecat_2,cardtenurecat_3,cardtenurecat_4,cardtenurecat_5,card2_2,card2_3,card2_4,card2_5,card2type_2,card2type_3,card2type_4,card2benefit_2,card2benefit_3,card2benefit_4,card2tenurecat_2,card2tenurecat_3,card2tenurecat_4,card2tenurecat_5,bfast_2,bfast_3,internet_1,internet_2,internet_3,internet_4
35,15,3.9318256327243257,5.4,1.685448,0.5220314038366521,1.068552,0.06630446094759944,3,1,0,1,0,0,0,0,0,21.6,20.0,8.7,2.163323025660538,1636.15,1245.95,17.25,625.0,937.35,19,51,723.35,6.583893199075599,5,1,0,6,0,0,1,0,6,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,14,0,10,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
57,17,2.5649493574615367,3.1,0.149916,-1.8976801417444447,0.25308400000000003,-1.3740338295493923,1,5,2,1,0,2,0,0,0,6.4,40.029999999999745,39.0,3.6635616461296463,0.0,2772.35,26.0,1740.0,0.0,19,13,166.46,5.114755040317949,7,6,0,25,1,0,0,1,21,1,7,0,0,1,1,0,1,1,1,0,0,1,0,1,0,39,0,30,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
71,16,2.3978952727983707,2.9000000000000004,0.176726,-1.7331547684321458,0.142274,-1.9500005031593655,1,5,0,0,0,0,0,0,5,6.300000000000001,20.0,6.8,1.916922612182061,701.45,0.0,14.0,365.0,0.0,18,11,423.90000000000003,6.049497578358592,8,4,0,32,1,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,8,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
77,15,2.302585092994046,14.2,0.15904,-1.8385995360738732,1.2609599999999999,0.23187333562320225,2,0,0,0,0,0,0,0,0,4.7,23.0,65.20100000000002,4.1774747946061055,0.0,0.0,26.75,1915.0,0.0,9,10,236.60000000000002,5.466370951544286,10,6,1,31,1,0,1,1,44,0,8,0,0,0,0,0,0,0,1,0,0,0,1,1,1,39,0,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
26,9,2.995732273553991,15.6,0.7924800000000001,-0.2325880101422094,2.32752,0.8448033230430148,2,2,1,1,0,0,0,0,0,8.3,26.0,7.55,2.0215475632609334,868.3,0.0,16.5,435.0,0.0,28,20,204.35,5.319834210010287,9,1,0,5,0,1,1,1,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,8,0,8,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
23,15,2.9444389791664403,18.099999999999998,1.062651,0.06076672936573758,2.3763490000000003,0.8655652762356622,1,0,0,0,0,0,0,0,0,5.6000000000000005,28.0,3.0,1.0986122886681098,94.6,194.5,0.0,0.0,122.3,12,19,466.94000000000005,6.146200769757292,10,6,0,1,0,0,0,0,2,1,8,0,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,2,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
46,12,3.6109179126442243,2.5,0.20997500000000002,-1.5607668029704462,0.715025,-0.3354377718644269,2,3,2,1,0,0,0,0,0,19.700000000000003,30.0,21.05,3.0469005601283903,0.0,1495.6,12.5,730.0,0.0,23,37,199.03,5.293455567131129,6,1,0,8,0,0,1,0,20,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,28,0,23,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
32,10,3.332204510175204,12.8,1.41568,0.3476099810316689,2.16832,0.7739526741613885,5,0,0,0,0,0,0,0,0,-1.0,25.0,3.55,1.2669476034873244,0.0,0.0,0.0,0.0,0.0,23,28,227.32000000000002,5.426358716428921,3,6,0,11,0,0,1,1,4,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
64,12,4.859812404361672,12.3,5.378913,1.6824863091502658,10.488087,2.3502400416215017,2,8,1,0,0,0,1,0,6,-1.0,18.0,17.6,2.8678989020441064,0.0,1695.7,33.25,2005.0,0.0,19,129,349.12,5.855415702644706,6,3,0,25,0,0,1,1,37,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,28,1,21,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
33,9,3.2188758248682006,10.299999999999999,0.6179999999999999,-0.4812668215244465,1.9569999999999999,0.6714126884139391,3,5,3,0,0,0,2,0,0,8.0,22.0,6.6,1.8870696490323797,0.0,0.0,0.0,0.0,0.0,27,25,785.8,6.66670230712436,8,1,0,6,0,1,0,0,6,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,10,3.4657359027997265,9.9,1.8754560000000002,0.6288518298540482,1.292544,0.256612369374204,2,1,1,0,0,0,0,0,0,17.0,17.0,4.55,1.5151272329628591,458.2,0.0,49.25,475.0,0.0,13,32,211.89,5.35606727208894,5,2,0,2,0,0,0,1,10,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,4,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25,14,3.367295829986474,7.7,1.118733,0.11219679496074855,1.1142670000000001,0.10819678962740255,5,2,0,0,2,0,0,0,0,18.6,23.0,8.8,2.174751721484161,660.8,1094.7,18.5,500.0,0.0,23,29,222.55,5.4051517954618635,5,6,1,3,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,7,0,8,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
78,18,2.1972245773362196,9.8,0.294588,-1.2221775089807823,0.587412,-0.5320288314170936,2,0,0,0,0,0,0,0,0,4.0,28.0,23.1,3.139832617527748,1454.9,3025.3,8.5,615.0,2931.1,0,9,638.76,6.459528796972666,10,6,0,13,1,0,1,1,35,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33,1,25,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
58,15,5.003946305945459,13.200000000000001,11.50578,2.4428495177994125,8.16222,2.099516190798254,1,0,0,0,0,0,0,0,0,50.800000000000004,32.0,14.4,2.667228206581955,0.0,0.0,9.5,495.0,0.0,26,149,692.71,6.540611441188252,12,3,0,16,0,0,0,0,22,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,29,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
21,16,2.70805020110221,3.5999999999999996,0.17171999999999998,-1.7618900356257774,0.36827999999999994,-0.9989117605624921,6,0,0,0,0,0,0,0,0,-1.0,27.0,7.75,2.0476928433652555,234.8,548.75,46.0,400.0,211.6,15,15,484.13000000000005,6.1823534656927635,10,1,0,0,0,1,1,0,1,1,8,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
30,11,3.6109179126442243,21.0,2.37762,0.8660999873497998,5.392379999999999,1.6849868459042234,2,0,0,0,0,0,0,0,0,24.900000000000002,23.0,10.9,2.388762789235098,1115.85,0.0,11.5,350.0,1507.75,15,37,153.41,5.033114075856682,5,1,0,4,0,1,1,1,9,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12,1,12,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0
78,12,2.4849066497880004,12.3,0.16678800000000002,-1.7910317340915156,1.309212,0.26942542950572324,1,0,0,0,0,0,0,0,0,-1.0,23.0,8.15,2.0980179272527715,0.0,1224.1,6.5,335.0,0.0,24,12,253.74,5.536310120712452,1,2,1,11,1,0,0,0,46,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25,0,19,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
79,13,2.70805020110221,6.7,0.59496,-0.5192611025870922,0.41004000000000007,-0.8915005630669361,2,8,0,2,0,0,0,0,6,6.0,22.0,28.15,3.3375473545856993,2431.4,0.0,13.25,940.0,1950.05,24,15,791.89,6.674422493279582,6,1,1,34,1,0,1,1,32,1,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,35,0,25,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
31,9,3.091042453358316,7.7,0.896126,-0.10967425089397505,0.797874,-0.22580458873585668,2,7,1,1,0,0,0,0,5,15.100000000000001,21.0,13.1,2.5726122302071057,2621.7,0.0,7.5,425.0,0.0,20,22,426.96,6.056690332025689,5,2,0,3,0,1,0,1,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,13,0,13,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58,21,3.5553480614894135,4.3999999999999995,1.0102399999999998,0.01018792638748959,0.52976,-0.6353312051832009,3,2,0,2,0,0,0,0,0,17.6,19.0,5.35,1.6770965609079151,230.85,174.05,0.0,0.0,151.4,14,35,411.48,6.019760416262829,5,2,0,2,0,0,1,0,19,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,6,0,3,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
48,14,4.477336814478207,16.1,2.3943920000000003,0.873129336421469,11.773608000000001,2.4658604163538436,2,6,0,0,0,0,0,0,6,52.6,30.0,7.75,2.0476928433652555,0.0,0.0,10.25,435.0,0.0,20,88,348.79,5.854470021899069,9,6,0,13,0,0,0,1,23,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,25,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
30,14,4.174387269895637,6.5,0.8534500000000002,-0.15846832077179496,3.3715500000000005,1.215372579276809,2,1,0,1,0,0,0,0,0,30.700000000000003,36.0,8.15,2.0980179272527715,0.0,0.0,0.0,0.0,0.0,30,65,1129.74,7.029742796736392,3,2,0,1,0,0,0,0,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0,11,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
69,12,4.465908118654584,16.5,7.40718,2.002449800072453,6.94782,1.938427941307522,2,1,1,0,0,0,0,0,0,34.800000000000004,23.0,22.6,3.1179499062782403,1658.25,0.0,26.75,1785.0,0.0,23,87,495.96000000000004,6.206495278311642,5,6,0,27,1,0,1,0,25,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,37,0,28,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
52,20,4.919980925828125,8.6,1.0839439999999998,0.08060624116639867,10.698055999999998,2.3700620427186516,1,0,0,0,0,0,0,0,0,66.2,21.0,13.8,2.624668592163159,734.05,0.0,5.25,150.0,627.1,17,137,785.1500000000001,6.665874782330963,5,5,0,16,0,0,0,1,32,1,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,1,9,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
27,17,3.4965075614664802,27.900000000000002,1.0680120000000002,0.06579897642993658,8.138988000000001,2.0966658479612152,1,0,0,0,0,0,0,0,0,17.7,34.0,4.5,1.5040773967762742,271.65,495.0,5.0,65.0,440.25,22,33,619.15,6.428347569661107,1,1,0,1,0,1,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
27,17,3.091042453358316,3.5999999999999996,0.15919199999999997,-1.8376442580907726,0.6328079999999999,-0.4575882203835737,3,2,2,0,0,0,0,0,0,11.8,22.0,14.3,2.6602595372658615,0.0,0.0,0.0,0.0,0.0,23,22,410.69,6.017838671993082,12,5,0,4,0,0,1,0,6,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
45,14,5.081404364984463,6.0,2.77242,1.0197205850019107,6.88758,1.9297197896565854,6,0,0,0,0,0,0,0,0,60.300000000000004,21.0,11.55,2.446685436967803,1706.2,0.0,31.0,1770.0,2062.95,18,161,1663.27,7.4165408232002346,6,3,0,20,0,0,1,1,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1,21,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
77,17,2.6390573296152584,10.299999999999999,0.15573599999999999,-1.85959301299516,1.286264,0.2517418924606297,1,1,0,1,0,0,0,0,0,-1.0,26.0,10.6,2.3608540011180215,938.9,1057.35,34.25,980.0,937.1,17,14,329.92,5.798850200828595,7,6,0,38,1,0,0,1,33,0,7,0,0,1,1,0,1,1,0,1,0,0,0,0,0,10,1,10,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
